stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,alpha,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades,obj
stage1,80,560,0.0227,0.000271,0.009,443,random_local,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-8.824595439999971,47.90427602295718,55,-3821.7377181948614
stage1,80,560,0.0227,0.000271,0.009,443,random_local,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-8.824595439999971,47.90427602295718,55,-3821.7377181948614
stage1,80,560,0.0227,0.000271,0.009,443,random_local,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-9.107506040000013,46.442725116584214,55,-3646.6345200301057
stage1,80,560,0.0227,0.000271,0.009,443,random_local,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-8.824595439999971,47.90427602295718,55,-3821.7377181948614
stage1,84,500,0.0219,0.000192,0.009,444,random_local,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-35.66952416000009,50.285701600036305,56,-4134.353716164357
stage1,84,500,0.0219,0.000192,0.009,444,random_local,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-35.66952416000009,50.285701600036305,56,-4134.353716164357
stage1,84,500,0.0219,0.000192,0.009,444,random_local,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-33.195484510000085,52.20775047847476,58,-4362.525541926971
stage1,84,500,0.0219,0.000192,0.009,444,random_local,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-33.9295241600001,50.285701600036305,56,-4132.613716164357
stage1,80,500,0.023,0.000247,0.01,445,random_local,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,19.778341279999957,40.76037173519656,56,-2935.866266943587
stage1,80,500,0.023,0.000247,0.01,445,random_local,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,19.778341279999957,40.76037173519656,56,-2935.866266943587
stage1,80,500,0.023,0.000247,0.01,445,random_local,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,20.23319476000005,38.439290007343104,59,-2656.8816061211724
stage1,80,500,0.023,0.000247,0.01,445,random_local,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,24.524200479999948,39.338806969090044,56,-2760.5326358108055
stage1,96,560,0.0191,0.000211,0.01,446,random_local,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-48.56452997999996,64.59107416599123,64,-5863.893429898948
stage1,96,560,0.0191,0.000211,0.01,446,random_local,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-48.56452997999996,64.59107416599123,64,-5863.893429898948
stage1,96,560,0.0191,0.000211,0.01,446,random_local,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-70.62348527,76.56066558146983,62,-7322.303355046381
stage1,96,560,0.0191,0.000211,0.01,446,random_local,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-48.56452997999996,64.59107416599123,64,-5863.893429898948
stage1,96,460,0.02,0.00028,0.01,446,random_local,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-63.84163126999998,75.26990092183885,63,-7160.629741890663
stage1,96,460,0.02,0.00028,0.01,446,random_local,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-63.84163126999998,75.26990092183885,63,-7160.629741890663
stage1,96,460,0.02,0.00028,0.01,446,random_local,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-81.32020735000005,85.29463934079321,58,-8381.076928245186
stage1,96,460,0.02,0.00028,0.01,446,random_local,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-63.84163126999998,75.26990092183885,63,-7160.629741890663
stage1,84,520,0.0216,0.000197,0.009,447,random_local,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-58.40481612999999,76.49508979779304,57,-7302.215591865165
stage1,84,520,0.0216,0.000197,0.009,447,random_local,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-58.40481612999999,76.49508979779304,57,-7302.215591865165
stage1,84,520,0.0216,0.000197,0.009,447,random_local,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-64.41208328999998,77.05453456720417,56,-7375.356231354501
stage1,84,520,0.0216,0.000197,0.009,447,random_local,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-58.03481612999999,76.18945772686534,57,-7265.169743353841
stage1,96,500,0.022,0.00025,0.009,450,random_local,15,0.6,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-53.01292099999997,82.10452430890975,60,-7969.95583806917
stage1,96,500,0.022,0.00025,0.009,450,random_local,15,0.62,0.9998,-0.001,0.0255,0.412,0.287,10,0.065,-53.01292099999997,82.10452430890975,60,-7969.95583806917
stage1,96,500,0.022,0.00025,0.009,450,random_local,15,0.64,0.9998,-0.0005,0.0265,0.412,0.287,10,0.065,-52.35412081999997,83.27048532785423,59,-8109.212360162509
stage1,96,500,0.022,0.00025,0.009,450,random_local,15,0.6,0.998,-0.001,0.0255,0.412,0.287,10,0.065,-52.882920999999975,82.02562833417308,60,-7960.35832110077
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6525,0.9995,-0.0015,0.0255,0.406,0.272,11,0.074,887.5234615970277,40.8801015162419,62,-2082.4887203520007
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5748,0.998,-0.001,0.0251,0.418,0.305,9,0.057,1339.2729550451825,21.465454290109452,59,699.0184402320481
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5679,1.0,-0.001,0.0248,0.404,0.255,10,0.074,2361.684657332659,16.040701256942835,64,2361.684657332659
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5654,0.9981,-0.0007,0.0262,0.421,0.254,12,0.056,572.7107206571026,43.10109070927751,65,-2663.820164456198
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6702,0.9991,-0.0012,0.0268,0.409,0.3,12,0.059,533.5369724230026,40.883529962300855,63,-2436.8866230531003
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6455,0.9993,-0.0016,0.0269,0.417,0.247,12,0.068,1014.034180196407,20.942367303412677,67,436.55010378688564
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6417,0.9991,-0.0009,0.0258,0.4,0.29,9,0.07,1467.0018134315467,16.014952815981474,62,1467.0018134315467
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6242,1.0,-0.0014,0.0247,0.4,0.283,8,0.071,761.2729907483949,40.97239248060335,56,-2219.814106924007
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5761,0.9996,-0.0015,0.0252,0.419,0.253,9,0.069,1466.8536135170891,16.017473334773406,62,1466.8536135170891
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6545,0.9981,-0.0014,0.0255,0.402,0.296,12,0.064,534.2812324230026,40.84935361039182,63,-2432.0412008240164
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6687,0.9971,-0.002,0.0254,0.416,0.275,11,0.059,1648.4124585124384,20.795598839278163,65,1088.5405977990586
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5852,0.9981,-0.0007,0.0255,0.405,0.273,11,0.074,1646.087423512439,20.964429087696253,65,1065.9559329888884
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6297,0.9978,-0.0009,0.0252,0.408,0.293,11,0.075,1646.2094585124391,20.963271110340315,65,1066.2169252716012
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6415,0.9998,-0.0006,0.0267,0.411,0.29,8,0.062,905.311558248395,40.97239248060335,56,-2075.7755394240066
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6608,0.9989,-0.0014,0.0269,0.405,0.25,8,0.071,761.3553857483951,40.968464767078125,56,-2219.26038630098
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5871,0.9985,-0.001,0.026,0.404,0.278,9,0.061,1466.9029934315467,16.014952815981474,62,1466.9029934315467
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6756,0.9991,-0.0011,0.0254,0.412,0.3,11,0.074,1843.162144633971,20.86496865102103,64,1274.9659065114472
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5759,0.9968,-0.0016,0.0252,0.402,0.288,11,0.058,1829.0081943706205,20.853057513766547,65,1262.2412927186347
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5683,0.9983,-0.0012,0.025,0.407,0.303,10,0.057,1070.004161442763,40.93096689887413,61,-1906.1118664221328
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.607,0.9994,-0.001,0.0256,0.421,0.274,9,0.073,1881.3367718545826,15.967379927699996,61,1881.3367718545826
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6356,0.9969,-0.0009,0.0247,0.401,0.284,12,0.063,1015.9519997055874,20.683512510575245,64,469.5304984365579
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5906,0.9996,-0.001,0.025,0.419,0.294,12,0.061,922.4363245681882,20.922309725475984,66,347.35915751107007
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6183,0.9988,-0.002,0.0253,0.415,0.286,8,0.063,755.1267348196455,40.96264882517405,57,-2224.7911242012406
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6398,1.0,-0.0007,0.0265,0.407,0.282,9,0.056,1004.6759010681753,40.95120173778533,58,-1973.8683074660648
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6538,1.0,-0.0012,0.0254,0.403,0.281,12,0.062,1152.6914796022495,20.950256574676683,65,574.2606906410474
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5876,0.9969,-0.0019,0.0254,0.411,0.272,10,0.072,2357.3920085124387,15.957258514543732,65,2357.3920085124387
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6568,1.0,-0.0012,0.0262,0.4,0.274,12,0.056,1125.2773476964078,20.90269787848602,66,552.5536022780852
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5684,0.9977,-0.0013,0.0249,0.422,0.251,12,0.061,788.2742537539378,20.82419625284078,66,224.97070341304436
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6345,1.0,-0.0007,0.0269,0.415,0.292,11,0.071,1048.7692166225697,41.0122423194315,62,-1937.0998617092105
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6234,0.9985,-0.0015,0.0247,0.404,0.259,9,0.067,846.3555685426325,40.79869149903453,58,-2113.8874113415113
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6267,1.0,-0.0011,0.025,0.417,0.267,10,0.063,1840.8020681204778,16.035331822250406,64,1840.8020681204778
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5858,0.9974,-0.0007,0.0263,0.41,0.255,10,0.065,1623.6449864138276,40.88637683363749,62,-1347.1202336226715
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.627,0.9977,-0.001,0.0265,0.404,0.305,10,0.067,1851.6040265970282,33.48782117819357,61,-231.33451478620054
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6009,0.9982,-0.0012,0.0249,0.402,0.262,9,0.067,1467.8843434315465,15.931541603398239,62,1467.8843434315465
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.596,0.9995,-0.0012,0.0256,0.401,0.292,8,0.064,1329.0400881373098,15.980134275659916,60,1329.0400881373098
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.646,0.9983,-0.0007,0.0268,0.421,0.251,10,0.064,1637.8555090970276,40.875291598976396,61,-1331.57948278014
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5855,0.9968,-0.0017,0.0254,0.406,0.302,12,0.058,1121.584270196407,20.74244047265302,66,568.0914134780446
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6419,0.9992,-0.001,0.0252,0.422,0.262,11,0.06,2136.343962133972,20.995614361637816,64,1552.470238737434
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6141,0.9983,-0.0006,0.0249,0.402,0.285,11,0.073,1280.1343756204772,20.905589297205058,64,707.0636599558701
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6176,0.999,-0.0009,0.0257,0.416,0.281,12,0.068,1012.1804901964069,20.96995273916103,67,431.3861614970832
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6168,0.9996,-0.0009,0.0249,0.418,0.263,12,0.064,415.6549610777879,43.22708572458217,64,-2835.9953258720725
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6124,1.0,-0.0009,0.0268,0.411,0.278,12,0.061,1125.2773476964078,20.90269787848602,66,552.5536022780852
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6025,0.9995,-0.0018,0.0251,0.417,0.294,8,0.066,1329.0400881373098,15.980134275659916,60,1329.0400881373098
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6689,0.9978,-0.0017,0.0256,0.414,0.275,8,0.055,1466.489021474803,15.933579530743506,59,1466.489021474803
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6398,0.9979,-0.0016,0.0263,0.419,0.275,11,0.073,1646.2094585124391,20.963271110340315,65,1066.2169252716012
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5879,0.9968,-0.0012,0.0267,0.405,0.249,12,0.062,1121.584270196407,20.74244047265302,66,568.0914134780446
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6787,1.0,-0.0017,0.0262,0.403,0.302,10,0.063,1407.9259791225693,41.0122423194315,61,-1577.943099209211
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6319,0.9994,-0.0006,0.0256,0.422,0.299,10,0.062,3054.7521846339723,16.01910595150687,64,3054.7521846339723
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6049,0.9976,-0.0018,0.0267,0.402,0.297,10,0.073,2358.7333835124386,15.999178014619474,65,2358.7333835124386
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6152,0.9991,-0.0012,0.0257,0.406,0.287,8,0.073,1324.9609456373105,16.02092574254422,60,1324.9609456373105
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.612,0.9995,-0.0016,0.0269,0.412,0.29,9,0.072,1611.4719468545825,15.967379927699996,61,1611.4719468545825
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6506,0.9974,-0.0006,0.0256,0.405,0.302,12,0.055,628.8765474230031,40.6547070136112,63,-2314.0882942103412
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6502,0.998,-0.0015,0.0268,0.413,0.261,9,0.063,843.2365710426327,40.815091937097336,58,-2118.9744614090478
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6527,1.0,-0.0015,0.0264,0.415,0.287,8,0.074,1326.3834481373096,15.99922511198957,60,1326.3834481373096
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5923,1.0,-0.0019,0.0259,0.423,0.248,10,0.065,1397.2935297994195,41.0122423194315,62,-1588.5755485323607
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6162,0.9992,-0.0006,0.0268,0.404,0.298,12,0.066,1124.7062026964074,20.910407554764053,66,551.057296124721
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6647,0.9975,-0.0018,0.0258,0.411,0.262,9,0.074,1465.0461784315469,15.942804021422925,62,1465.0461784315469
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6406,1.0,-0.001,0.0259,0.404,0.293,9,0.067,1004.6759010681753,40.95120173778533,58,-1973.8683074660648
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6588,1.0,-0.0017,0.0259,0.411,0.267,12,0.072,534.4433774230023,40.884559224972136,63,-2436.103729573654
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5758,0.9977,-0.002,0.0253,0.419,0.273,8,0.069,1326.0178056373104,15.929377595443972,60,1326.0178056373104
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6047,0.9985,-0.002,0.0263,0.416,0.274,8,0.068,755.1267348196455,40.96264882517405,57,-2224.7911242012406
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5654,0.9978,-0.0016,0.0257,0.42,0.278,9,0.063,1594.710824159933,15.996344928071277,62,1594.710824159933
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6355,0.9981,-0.0018,0.0256,0.401,0.284,10,0.06,2637.214822133971,15.970330460477403,64,2637.214822133971
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5993,0.9995,-0.0007,0.0251,0.405,0.305,12,0.062,711.8031039713527,33.41837418151959,63,-1362.8017978109979
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5615,0.9976,-0.0009,0.0248,0.406,0.284,8,0.072,1314.8713504770103,15.934078447944378,61,1314.8713504770103
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6476,0.9987,-0.0014,0.0263,0.407,0.288,12,0.073,1153.6033027001045,20.93820881052679,65,576.6182454368898
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6432,0.9992,-0.0019,0.0262,0.412,0.29,9,0.073,1467.0018134315467,16.014952815981474,62,1467.0018134315467
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6451,0.9987,-0.001,0.0267,0.409,0.264,8,0.064,905.5159882483953,40.96264882517405,56,-2074.401870772491
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5942,0.9982,-0.0015,0.0255,0.41,0.27,11,0.065,881.8147747853278,40.875291598976396,63,-2087.62021709184
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5884,0.9976,-0.0019,0.0252,0.405,0.257,8,0.058,756.2331122941029,40.75064805783269,57,-2198.2446546458204
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6677,0.9981,-0.0016,0.0262,0.408,0.265,8,0.074,778.3725382483952,40.69335746459976,56,-2169.2303575035758
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6404,0.9969,-0.0014,0.0257,0.405,0.279,12,0.061,1155.2350302001043,20.916683621100926,65,580.8329956679931
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.635,1.0,-0.0008,0.025,0.405,0.258,9,0.07,1470.6186935170895,15.988764824495785,62,1470.6186935170895
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6192,0.9981,-0.0016,0.0249,0.4,0.283,10,0.066,1837.8990506204782,15.972532588401059,64,1837.8990506204782
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.568,0.9988,-0.0017,0.0263,0.418,0.268,8,0.06,755.1267348196455,40.96264882517405,57,-2224.7911242012406
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5607,0.997,-0.0009,0.0245,0.419,0.269,8,0.062,897.2894614455031,40.80460459681798,57,-2063.663090172655
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6173,0.9978,-0.0013,0.0246,0.413,0.294,12,0.055,865.920812205587,20.828842890977867,64,302.05966528824285
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6259,1.0,-0.0014,0.0256,0.423,0.282,9,0.067,1644.1447468545828,16.002091229006155,61,1644.1447468545828
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5679,0.9997,-0.0017,0.0267,0.418,0.302,8,0.071,1455.0728446287528,16.00528709878474,60,1455.0728446287528
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.601,0.998,-0.0017,0.0249,0.406,0.301,12,0.071,397.6307394149381,40.727993017389686,63,-2554.1284226718244
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6074,0.9981,-0.0014,0.0254,0.401,0.25,9,0.057,1467.8843434315465,15.931541603398239,62,1467.8843434315465
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5641,0.9979,-0.0019,0.0269,0.413,0.293,12,0.055,1118.0188991989571,20.790534111483453,67,558.7548058209427
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6051,0.9987,-0.0017,0.0252,0.418,0.261,12,0.061,472.22124150570244,43.13633766726059,65,-2768.5392785655686
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5635,0.9985,-0.0014,0.0249,0.402,0.29,11,0.062,667.2412639542132,40.93096689887413,62,-2308.8747639106828
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5809,0.9994,-0.0008,0.0252,0.41,0.27,12,0.067,1329.7806744076001,20.869433701522844,66,761.0486302248587
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.672,0.9988,-0.0005,0.0245,0.414,0.272,11,0.057,1268.2247851725176,20.86208873618645,64,700.3741368301435
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6717,0.998,-0.0012,0.0255,0.403,0.304,11,0.063,1646.2094585124391,20.963271110340315,65,1066.2169252716012
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.676,1.0,-0.001,0.0248,0.407,0.253,11,0.071,1657.425390096009,21.003198938989268,63,1072.6415174172969
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5716,0.9993,-0.0017,0.025,0.407,0.251,11,0.063,1269.7124146001274,20.84415353905648,65,704.0139899133495
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5829,0.9983,-0.0011,0.0268,0.403,0.253,10,0.062,1398.4942922738771,40.875291598976396,62,-1570.9406996032906
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6598,1.0,-0.0015,0.0247,0.41,0.302,8,0.059,761.2729907483949,40.97239248060335,56,-2219.814106924007
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6,0.9987,-0.002,0.0246,0.421,0.281,8,0.072,1324.9609456373105,16.02092574254422,60,1324.9609456373105
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6058,0.9972,-0.0013,0.0257,0.404,0.247,9,0.059,1608.397191854583,15.982348147819813,61,1608.397191854583
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.647,0.9969,-0.0015,0.0248,0.408,0.256,8,0.073,1309.7438401638071,15.978986621190113,60,1309.7438401638071
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5736,0.9989,-0.0019,0.0248,0.405,0.305,9,0.062,1598.5573366599326,15.967379927699996,62,1598.5573366599326
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6248,0.9979,-0.0008,0.0264,0.414,0.249,8,0.062,1325.8434756373103,15.929377595443972,60,1325.8434756373103
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.615,0.9969,-0.0016,0.0261,0.402,0.266,11,0.057,882.4884697853279,40.88637683363749,63,-2088.2767502511715
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6002,0.9981,-0.001,0.0262,0.42,0.301,12,0.069,1013.2395701964072,20.954183291775603,67,434.3375751833346
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6735,0.9995,-0.0008,0.0259,0.401,0.304,11,0.073,2137.857837133972,20.984391619128296,64,1555.3308428385767
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.6245,0.9977,-0.0006,0.0263,0.42,0.288,11,0.066,1645.967336012439,20.965568710318642,65,1065.699090774202
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.6378,0.9999,-0.0008,0.026,0.413,0.265,8,0.06,1700.2152289748033,16.00616674368336,59,1700.2152289748033
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.5676,0.9971,-0.0018,0.0269,0.419,0.275,12,0.057,472.04796150570235,43.191587078441366,65,-2775.3424879072613
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6586,0.9987,-0.0016,0.0267,0.408,0.279,11,0.058,890.3072865970275,40.89572077836307,62,-2081.579206806541
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6261,0.9993,-0.0006,0.0253,0.412,0.263,10,0.067,1637.6924015970276,40.8801015162419,61,-1332.3197803520006
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6528,0.9977,-0.0016,0.0259,0.413,0.257,12,0.072,535.7946499230026,40.6547070136112,63,-2407.170191710342
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6699,0.9996,-0.0012,0.0257,0.417,0.272,9,0.067,846.1070860426325,40.80192614368855,58,-2114.524051199993
stage2,88,500,0.021,0.0002,0.01,440,seed_near,14,0.5731,0.9998,-0.0008,0.0247,0.417,0.295,9,0.063,1467.1115860170892,16.017862318976096,62,1467.1115860170892
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6589,0.9974,-0.0005,0.0245,0.41,0.25,8,0.064,904.5113957228529,40.80460459681798,56,-2056.441155895305
stage2,88,500,0.021,0.0002,0.01,440,seed_near,15,0.5987,0.998,-0.0014,0.0264,0.412,0.256,10,0.064,2637.1965271339704,15.970330460477403,64,2637.1965271339704
stage2,88,500,0.021,0.0002,0.01,440,seed_near,16,0.6136,1.0,-0.0013,0.0255,0.415,0.26,11,0.067,880.6140123108701,41.0122423194315,63,-2105.25506602091
